Time,Value
2024-07-16 07:49:40.904999971,133.1880341910176
2024-07-16 07:49:41.005000830,133.1880341910176
2024-07-16 07:49:41.105001450,133.1880341910176
2024-07-16 07:49:41.205002308,133.1880341910176
2024-07-16 07:49:41.305003166,133.1880341910176
2024-07-16 07:49:41.405004025,133.1880341910176
2024-07-16 07:49:41.505004644,133.1880341910176
2024-07-16 07:49:41.605005503,133.1880341910176
2024-07-16 07:49:41.705006361,133.1880341910176
2024-07-16 07:49:41.805007219,133.1880341910176
2024-07-16 07:49:41.905007839,133.1880341910176
2024-07-16 07:49:42.005008698,133.1880341910176
2024-07-16 07:49:42.105009556,133.1880341910176
2024-07-16 07:49:42.205010414,133.1880341910176
2024-07-16 07:49:42.305011034,133.1880341910176
2024-07-16 07:49:42.405011892,133.1880341910176
2024-07-16 07:49:42.505012751,133.1880341910176
2024-07-16 07:49:42.605013371,133.1880341910176
2024-07-16 07:49:42.705014229,133.1880341910176
2024-07-16 07:49:42.805015087,133.1880341910176
2024-07-16 07:49:42.905015945,133.1880341910176
2024-07-16 07:49:43.005016565,133.18782457607352
2024-07-16 07:49:43.105017424,133.18761068704063
2024-07-16 07:49:43.205018282,133.1873967977349
2024-07-16 07:49:43.305019140,133.18718290842918
2024-07-16 07:49:43.405019760,133.18696901912347
2024-07-16 07:49:43.505020618,133.18675512981775
2024-07-16 07:49:43.605021477,133.186541240512
2024-07-16 07:49:43.705022335,133.18632735120627
2024-07-16 07:49:43.805022955,133.1861134619006
2024-07-16 07:49:43.905023813,133.18589957259485
2024-07-16 07:49:44.005024672,133.18610877171344
2024-07-16 07:49:44.105025530,133.18632223319787
2024-07-16 07:49:44.205026150,133.18653569508146
2024-07-16 07:49:44.305027008,133.1867491569651
2024-07-16 07:49:44.405027866,133.1869626188487
2024-07-16 07:49:44.505028486,133.1871760807323
2024-07-16 07:49:44.605029345,133.18738954261596
2024-07-16 07:49:44.705030203,133.18760300449955
2024-07-16 07:49:44.805031061,133.1878164663832
2024-07-16 07:49:44.905031681,133.1880299282668
2024-07-16 07:49:45.005032539,133.18803419048805
2024-07-16 07:49:45.105033398,133.1880341910176
2024-07-16 07:49:45.205034256,133.1880341910176
2024-07-16 07:49:45.305034876,133.1880341910176
2024-07-16 07:49:45.405035734,133.1880341910176
2024-07-16 07:49:45.505036591,133.1880341910176
2024-07-16 07:49:45.605037451,133.1880341910176
2024-07-16 07:49:45.705038071,133.1880341910176
2024-07-16 07:49:45.805038929,133.1880341910176
2024-07-16 07:49:45.905039787,133.1880341910176
2024-07-16 07:49:46.005040407,133.1880341910176
2024-07-16 07:49:46.105041265,133.1880341910176
2024-07-16 07:49:46.205042124,133.1880341910176
2024-07-16 07:49:46.305042982,133.1880341910176
2024-07-16 07:49:46.405043602,133.1880341910176
2024-07-16 07:49:46.505044460,133.1880341910176
2024-07-16 07:49:46.605045319,133.1880341910176
2024-07-16 07:49:46.705046177,133.1880341910176
2024-07-16 07:49:46.805046797,133.1880341910176
2024-07-16 07:49:46.905047655,133.1880341910176
2024-07-16 07:49:47.005048513,133.1880341910176
